name,value,id,promotion,image_main,description,type
Product crowded,301.00,158,true,20,https://picsum.photos/id/683/5184/2672.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,3
Product vague,1892.00,159,false,0,https://picsum.photos/id/582/2509/1673.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,4
Product precise,5200.00,160,true,46,https://picsum.photos/id/398/4912/3264.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,1
Product striking,8417.00,161,false,0,https://picsum.photos/id/1014/6016/4000.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,2
Product honest,9931.00,162,true,75,https://picsum.photos/id/1069/3500/2333.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,3
Product level,9870.00,163,false,0,https://picsum.photos/id/326/4928/3264.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,4
Product provincial,8174.00,164,true,20,https://picsum.photos/id/4/5616/3744.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,1
Product competitive,590.00,165,false,0,https://picsum.photos/id/570/2509/1673.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,2
Product surprised,9067.00,166,false,0,https://picsum.photos/id/789/6016/4016.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,3
Product responsible,5356.00,167,false,0,https://picsum.photos/id/557/3504/2336.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,4
Product decisive,3555.00,168,false,0,https://picsum.photos/id/147/2448/2448.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,1
Product friendly,3947.00,169,true,63,https://picsum.photos/id/616/1800/1138.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,2
Product generous,5981.00,170,false,0,https://picsum.photos/id/264/4912/3264.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,3
Product foolish,5957.00,171,true,78,https://picsum.photos/id/316/4000/2667.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,4
Product foolish,2185.00,172,true,30,https://picsum.photos/id/791/5760/3840.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,1
Product mathematical,5156.00,173,false,0,https://picsum.photos/id/200/1920/1280.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,2
Product parental,8809.00,174,false,0,https://picsum.photos/id/802/3084/2056.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,3
Product elaborate,479.00,175,true,74,https://picsum.photos/id/96/4752/3168.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,4
Product dutch,4976.00,176,false,0,https://picsum.photos/id/1047/3264/2448.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,1
Product important,8877.00,177,true,32,https://picsum.photos/id/487/4032/3024.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,2
Product tricky,8451.00,178,true,71,https://picsum.photos/id/323/3831/2554.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,3
Product widespread,338.00,179,false,0,https://picsum.photos/id/147/2448/2448.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,4
Product insufficient,7331.00,180,false,0,https://picsum.photos/id/1013/4256/2832.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,1
Product embarrassing,7972.00,181,false,0,https://picsum.photos/id/411/5183/2444.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,2
Product inadequate,8312.00,182,true,40,https://picsum.photos/id/974/5615/2907.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,3
Product pleased,7369.00,183,false,0,https://picsum.photos/id/17/2500/1667.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,4
Product ripe,3631.00,184,false,0,https://picsum.photos/id/288/3888/2592.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,1
Product protective,6453.00,185,false,0,https://picsum.photos/id/810/6000/4000.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,2
Product real,2646.00,186,false,0,https://picsum.photos/id/294/3753/2309.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,3
Product inadequate,3736.00,187,false,0,https://picsum.photos/id/430/5302/3534.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,4
Product respectable,707.00,188,false,0,https://picsum.photos/id/1053/3596/2393.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,1
Product compact,653.00,189,true,20,https://picsum.photos/id/449/4928/3264.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,2
Product governing,5670.00,190,true,13,https://picsum.photos/id/891/5951/4000.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,3
Product comfortable,9771.00,191,true,20,https://picsum.photos/id/883/3000/2000.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,4
Product just,562.00,192,false,0,https://picsum.photos/id/469/3008/2000.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,1
Product spare,6986.00,193,true,5,https://picsum.photos/id/490/5774/3818.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,2
Product voluntary,4766.00,194,true,31,https://picsum.photos/id/684/3872/2178.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,3
Product yappiest,1396.00,195,true,25,https://picsum.photos/id/156/2177/3264.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,4
Product little,6350.00,196,false,0,https://picsum.photos/id/535/2962/3949.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,1
Product drunk,7123.00,197,false,0,https://picsum.photos/id/570/2509/1673.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,2
Product ugliest,7070.00,198,true,71,https://picsum.photos/id/795/3072/2048.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,3
Product physical,6868.00,199,false,0,https://picsum.photos/id/896/6000/4000.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,4
Product aggressive,886.00,200,false,0,https://picsum.photos/id/742/3744/5616.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,1
Product strict,7750.00,201,true,34,https://picsum.photos/id/203/4032/3024.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,2
Product weary,9432.00,202,true,12,https://picsum.photos/id/63/5422/3050.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,3
Product pleased,3646.00,203,true,39,https://picsum.photos/id/1029/4887/2759.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,4
Product teenage,2246.00,204,false,0,https://picsum.photos/id/177/2515/1830.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,1
Product ideological,3036.00,205,true,12,https://picsum.photos/id/29/4000/2670.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,2
Product innovative,9829.00,206,true,40,https://picsum.photos/id/111/4400/2656.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,3
Product elated,60.00,207,false,0,https://picsum.photos/id/532/3820/2762.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,4
Product grim,7348.00,208,false,0,https://picsum.photos/id/49/1280/792.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,1
Product eager,2753.00,209,false,0,https://picsum.photos/id/125/1500/1000.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,2
Product official,8711.00,210,true,13,https://picsum.photos/id/795/3072/2048.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,3
Product imperial,4281.00,211,true,38,https://picsum.photos/id/395/4080/2720.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,4
Product presidential,7164.00,212,true,54,https://picsum.photos/id/896/6000/4000.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,1
Product numerous,5671.00,213,false,0,https://picsum.photos/id/756/5169/3446.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,2
Product innocent,4432.00,214,false,0,https://picsum.photos/id/566/2517/1667.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,3
Product tragic,3325.00,215,false,0,https://picsum.photos/id/281/4928/3264.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,4
Product soviet,2072.00,216,false,0,https://picsum.photos/id/94/2133/1200.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,1
Product alternative,7600.00,217,true,11,https://picsum.photos/id/251/5184/3456.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,2
Product democratic,8154.00,218,false,0,https://picsum.photos/id/909/3200/1800.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,3
Product marked,6435.00,219,true,16,https://picsum.photos/id/322/5760/3840.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,4
Product arbitrary,239.00,220,false,0,https://picsum.photos/id/214/2729/2047.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,1
Product other,7062.00,221,true,53,https://picsum.photos/id/719/6000/4000.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,2
Product liberal,9256.00,222,true,44,https://picsum.photos/id/143/3600/2385.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,3
Product vertical,4339.00,223,false,0,https://picsum.photos/id/872/4608/3072.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,4
Product sole,7639.00,224,false,0,https://picsum.photos/id/399/2048/1365.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,1
Product only,2006.00,225,true,20,https://picsum.photos/id/526/4000/3000.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,2
Product weary,7181.00,226,false,0,https://picsum.photos/id/842/2423/3233.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,3
Product living,3087.00,227,false,0,https://picsum.photos/id/258/4608/3072.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,4
Product slippery,8299.00,228,false,0,https://picsum.photos/id/52/1280/853.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,1
Product slow,568.00,229,true,22,https://picsum.photos/id/609/2580/1626.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,2
Product feminist,5143.00,230,false,0,https://picsum.photos/id/694/5573/3715.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,3
Product required,8855.00,231,false,0,https://picsum.photos/id/229/2300/1533.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,4
Product handicapped,6628.00,232,false,0,https://picsum.photos/id/307/5760/3840.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,1
Product statistical,8133.00,233,false,0,https://picsum.photos/id/390/5760/3840.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,2
Product rubber,7168.00,234,true,63,https://picsum.photos/id/323/3831/2554.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,3
Product romantic,2032.00,235,true,79,https://picsum.photos/id/603/2365/1774.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,4
Product alleged,8515.00,236,true,18,https://picsum.photos/id/811/3992/2992.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,1
Product vital,945.00,237,false,0,https://picsum.photos/id/469/3008/2000.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,2
Product normal,7818.00,238,false,0,https://picsum.photos/id/201/5184/3456.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,3
Product labour,376.00,239,true,49,https://picsum.photos/id/396/6000/4000.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,4
Product redundant,6253.00,240,false,0,https://picsum.photos/id/129/4910/3252.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,1
Product romantic,1442.00,241,false,0,https://picsum.photos/id/583/2509/1673.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,2
Product helpless,7350.00,242,false,0,https://picsum.photos/id/375/5184/3456.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,3
Product pale,5488.00,243,false,0,https://picsum.photos/id/93/2000/1334.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,4
Product tropical,977.00,244,false,0,https://picsum.photos/id/317/1935/1089.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,1
Product disciplinary,6867.00,245,true,46,https://picsum.photos/id/875/3072/2461.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,2
Product logical,8609.00,246,true,9,https://picsum.photos/id/667/4240/2832.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,3
Product allied,1982.00,247,true,35,https://picsum.photos/id/893/4342/2895.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,4
Product itchy,5889.00,248,true,19,https://picsum.photos/id/3/5616/3744.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,1
Product embarrassed,3020.00,249,false,0,https://picsum.photos/id/820/4592/3448.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,2
Product lost,1590.00,250,true,22,https://picsum.photos/id/1075/4858/3239.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,3
Product primitive,1914.00,251,true,43,https://picsum.photos/id/456/3823/2549.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,4
Product accessible,3453.00,252,true,50,https://picsum.photos/id/235/6000/4000.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,1
Product urban,3312.00,253,true,41,https://picsum.photos/id/1039/6945/4635.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,2
Product chilly,2568.00,254,true,55,https://picsum.photos/id/575/2509/1673.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,3
Product aware,8590.00,255,false,0,https://picsum.photos/id/216/2500/1667.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,4
Product hidden,4120.00,256,false,0,https://picsum.photos/id/838/5760/3840.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,1
Product courageous,8893.00,257,false,0,https://picsum.photos/id/93/2000/1334.jpg,Curabitur sodales ligula in libero. Sed dignissim lacinia nunc.,2
Product yelping,131.00,258,false,0,https://picsum.photos/id/826/4545/3000.jpg,Sed cursus ante dapibus diam. Sed nisi. Nulla quis sem at nibh elementum imperdiet. Duis sagittis ipsum. Praesent mauris.,3
Product interior,9772.00,259,false,0,https://picsum.photos/id/692/3888/2592.jpg,Fusce nec tellus sed augue semper porta. Mauris massa. Vestibulum lacinia arcu eget nulla.,4
